lat,lon,stop_sequence,shape_dist
40.30359,-74.6802,3,0.817
40.23408000000001,-74.75874,32,10.413
40.18991,-74.70917,66,15.307
40.20351,-74.74153000000001,22,6.745
40.25337,-74.73223,53,11.961
40.27853,-74.7947,56,10.572
40.24369,-74.79553,7,1.673
40.21981,-74.73230000000001,37,6.586
40.23491000000001,-74.69343,11,5.071
40.22043,-74.76168000000001,34,9.419
40.22673,-74.77798,15,2.437
40.25506,-74.68057,50,9.567
40.22462,-74.71701,17,6.506
40.25006,-74.80293,54,12.958
40.23898000000001,-74.78832000000001,7,1.159
40.23027,-74.70506,42,7.193
40.22043,-74.76168000000001,34,9.419
40.25521000000001,-74.80274,57,13.695
40.22015,-74.76428,25,4.61
40.29753,-74.68316,2,1.478
40.22238,-74.77465000000001,23,5.435
40.26577,-74.81963,5,3.472
40.23329,-74.79271,31,6.679
40.24028000000001,-74.80412000000001,36,7.518
40.25165000000001,-74.81446000000001,39,8.484
40.25552,-74.81546,40,8.761
40.22027000000001,-74.76601000000001,29,8.047
40.22015,-74.76428,30,8.138
40.2206,-74.75931,31,8.404
40.23422,-74.79514,14,9.036
40.22887,-74.78452,28,6.15
40.28706,-74.79672000000001,12,4.476
40.21922,-74.76408,57,13.944
40.22371,-74.77645000000001,22,10.288
40.27912000000001,-74.79582,14,5.11
40.23032000000001,-74.76915000000001,34,9.54
40.22615,-74.75290000000001,64,14.839
40.22223,-74.77462000000001,23,10.428
40.32607,-74.79083,4,0.624
40.23032000000001,-74.76915000000001,34,9.54
40.23863,-74.73845,1,0.0
40.22132000000001,-74.75188,25,4.083
40.21507,-74.76362,53,13.036
40.22164,-74.76573,14,2.125
40.25659,-74.77843,48,8.151
40.22504,-74.77771,12,1.446
40.26336000000001,-74.78179,22,7.101
40.23863,-74.73845,1,0.0
40.24598,-74.77526,44,7.391
40.23738,-74.78547,47,11.61
40.22371,-74.77645000000001,21,3.903
40.2515,-74.6832,53,10.497
40.21814000000001,-74.739,24,7.758
40.24673000000001,-74.80007,3,0.34
40.24231,-74.79343,9,2.017
40.22304,-74.72019,42,7.462
40.21967,-74.7333,21,7.438
40.25006,-74.80293,54,12.958
40.21743,-74.74129,30,5.069
40.31956,-74.65815,8,6.02
40.41642,-74.65204,43,19.283
40.23433,-74.75579,30,10.205
40.19411,-74.7193,64,14.696
40.20007,-74.73323,19,6.245
40.24946000000001,-74.73701000000001,51,11.589
40.23626,-74.68936000000001,10,4.825
40.22358000000001,-74.77616,40,10.249
40.35168,-74.65313,9,1.312
40.28254,-74.73176000000001,29,8.101
40.22499000000001,-74.77257,54,12.94
40.2333,-74.70504000000001,80,17.424
40.19581,-74.64843,103,26.322
40.2548,-74.70457,27,11.737
40.23173000000001,-74.76576,62,18.242
40.23593,-74.79849,12,8.823
40.22297,-74.74682,32,12.162
40.28506,-74.81278,2,1.582
40.24021,-74.72247,45,11.524
40.2192,-74.75422,30,11.666
40.22794,-74.78290000000001,27,6.042
40.26668,-74.81986,47,12.467
40.28506,-74.81278,2,1.582
40.23239,-74.72416000000001,39,13.637
40.22872,-74.76824,35,9.66
40.23023000000001,-74.74814,64,14.74
40.23723,-74.77367000000001,42,7.242
40.23305000000001,-74.74174000000001,4,0.551
40.23424,-74.77086000000001,38,6.5
40.22132000000001,-74.75188,48,11.695
40.22474,-74.75737000000001,10,1.588
40.22309000000001,-74.76435000000001,34,6.111
40.32512000000001,-74.79058,69,15.506
40.21507,-74.76362,28,4.936
40.31652,-74.78898000000001,65,14.407
40.22647000000001,-74.75291,8,1.311
40.21421,-74.75364,30,5.393
40.21836,-74.74932000000001,24,4.038
40.28444,-74.79783,58,11.044
40.23486,-74.78144,13,2.636
40.22068,-74.72906,38,6.768
40.28949,-74.68223,1,0.0
40.22271000000001,-74.72175,18,6.792
40.23894000000001,-74.78806,48,11.784
40.22041,-74.7676,24,4.434
40.26402,-74.67497,4,2.7
40.21655000000001,-74.74505,26,8.096
40.23898000000001,-74.78832000000001,10,2.372
40.23408000000001,-74.69645000000001,47,8.936
40.37637,-74.65100000000001,25,12.202
40.26235,-74.73223,13,7.113
40.213,-74.75927,48,12.193
40.21802,-74.73906000000001,34,6.406
40.33852,-74.65732000000001,11,7.856
40.38783,-74.66243,38,16.702
40.24909,-74.73778,19,8.66
40.2422,-74.79309,50,12.133
40.33842000000001,-74.67710000000001,16,2.915
40.24369,-74.74898,41,11.072
40.22095,-74.75648000000001,63,14.157
40.22394000000001,-74.64477000000001,92,20.817
40.22936,-74.6282,9,5.103
40.21866,-74.75487000000001,46,16.211
40.26941,-74.73958,77,21.439
40.22235000000001,-74.74029,69,15.36
40.19598000000001,-74.64831000000001,3,1.135
40.24475,-74.70469,26,10.549
40.22065000000001,-74.75959,49,16.603
40.26063000000001,-74.74153000000001,74,20.818
40.34507,-74.66983,98,28.279
40.22083000000001,-74.7553,15,4.371
40.23322,-74.77837000000001,45,11.137
40.29581,-74.73136000000001,26,7.133
40.21792000000001,-74.75027,66,14.749
40.23088000000001,-74.62928000000001,97,22.593
40.21145000000001,-74.73868,24,8.43
40.37106,-74.65598,2,0.171
40.29141000000001,-74.73411,35,9.918
40.22161000000001,-74.77235,66,15.744
40.22041,-74.7676,67,16.008
40.22563,-74.64973,101,25.783
40.19922,-74.73119000000001,18,6.122
40.31460000000001,-74.65269,30,17.056
40.2201,-74.74488000000001,14,2.968
40.26633,-74.74040000000001,49,8.649
40.35461,-74.64594000000001,79,17.195
40.22238,-74.77465000000001,52,14.617
40.32854,-74.6909,89,23.812
40.34268,-74.67245000000001,14,2.532
40.31902,-74.70143,21,4.835
40.21792000000001,-74.75027,66,14.749
40.19997,-74.63501000000001,106,27.789
40.27487,-74.82604,50,10.019
40.23612000000001,-74.77791,21,5.5
40.20013,-74.74048,7,1.393
40.2559,-74.79294,42,7.537
40.22300000000001,-74.76551,30,6.978
40.20063,-74.73687000000001,6,1.199
40.25945,-74.79623000000001,43,7.837
40.23612000000001,-74.77791,21,5.5
40.23372000000001,-74.7706,24,6.139
40.20522,-74.75827000000001,15,2.775
40.26818,-74.82129,49,9.481
40.22300000000001,-74.76551,30,6.978
40.23044,-74.74791,6,0.924
40.23560000000001,-74.77205000000001,39,6.612
40.22474,-74.75737000000001,10,1.588
40.2439,-74.77591000000001,43,7.243
40.26987,-74.78345,52,9.124
40.27670000000001,-74.78068,18,6.128
40.21784,-74.75070000000001,50,12.22
40.22474,-74.75737000000001,10,1.588
40.2439,-74.77591000000001,45,7.731
40.32152000000001,-74.79049,5,0.938
40.2325,-74.76991000000001,33,9.384
40.23661000000001,-74.73908,67,15.468
40.22769,-74.78128000000001,26,5.953
40.26434,-74.82216000000001,46,12.216
40.22238,-74.77465000000001,23,5.435
40.28506,-74.81278,51,14.506
40.22477000000001,-74.77759,24,7.336
40.2548,-74.70457,48,13.001
40.22161000000001,-74.77235,27,7.698
40.24442000000001,-74.74377000000001,22,9.148
40.21537,-74.76172000000001,46,11.984
40.19658,-74.63818,74,20.067
40.21759,-74.76581,31,8.487
40.28949,-74.68223,70,17.662
40.23588,-74.79812000000001,34,7.017
40.23427,-74.69631000000001,12,5.219
40.22071,-74.76853000000001,37,9.787
40.23322,-74.77837000000001,45,11.137
40.19871000000001,-74.72585000000001,18,7.287
40.23178,-74.77364,46,11.998
40.25666,-74.76409000000001,7,2.453
40.20017,-74.7296,45,9.086
40.20091,-74.73526000000001,20,6.366
40.24946000000001,-74.73701000000001,51,11.589
40.23562,-74.78281000000001,12,2.744
40.24146,-74.67926,52,9.993
40.23514,-74.79668000000001,33,6.925
40.22132000000001,-74.75188,31,11.859
40.24673000000001,-74.80007,6,1.552
40.21908000000001,-74.75512,28,5.223
40.24015,-74.68101,51,9.864
40.22138,-74.72677,16,5.557
40.22358000000001,-74.77616,37,8.733
40.30200000000001,-74.72578,32,9.058
40.22631000000001,-74.77131,61,15.271
40.23306,-74.67395,97,24.397
40.19396,-74.71843000000001,15,5.356
40.22640000000001,-74.73239000000001,10,2.178
40.22071,-74.76853000000001,50,14.273
40.30227,-74.72548,84,21.195
40.35168,-74.65313,9,1.312
40.25001,-74.7425,39,10.513
40.22015,-74.76428,61,13.741
40.19581,-74.64843,103,26.322
40.22422,-74.76442,24,4.427
40.26659,-74.80765000000001,46,8.62
40.24426,-74.78312000000001,17,4.748
40.19761,-74.7273,3,0.635
40.24867,-74.78624,38,6.925
40.2325,-74.76991000000001,25,6.232
40.19411,-74.7193,53,11.044
40.24590000000001,-74.78408,37,6.702
40.24426,-74.78312000000001,17,4.748
40.19959,-74.74368000000001,45,9.629
40.19869000000001,-74.75084000000001,11,1.95
40.26659,-74.80765000000001,46,8.62
40.23032000000001,-74.76915000000001,26,6.388
40.19287000000001,-74.71893,54,11.178
40.22641,-74.76519,34,5.866
40.22839,-74.75122,7,1.149
40.23424,-74.77086000000001,38,6.5
40.32512000000001,-74.79058,67,15.018
40.28406,-74.79816000000001,13,4.737
40.216,-74.76146,45,10.885
40.23305000000001,-74.74174000000001,4,0.551
40.23424,-74.77086000000001,40,6.988
40.32175,-74.79034,68,15.273
40.23487,-74.77147000000001,31,9.2
40.22071,-74.76416,56,13.559
40.22071,-74.76853000000001,21,5.091
40.25533,-74.83928,41,9.853
40.22494,-74.74318000000001,12,3.461
40.26112000000001,-74.82824000000001,44,11.825
40.23239,-74.79135000000001,19,6.416
40.23798,-74.72089000000001,44,11.311
40.23239,-74.79135000000001,19,6.416
40.26235,-74.73223,13,7.113
40.21983,-74.76605,42,11.496
40.18991,-74.70917,66,15.307
40.20492,-74.7449,23,6.948
40.26678,-74.72783000000001,62,13.499
40.22504,-74.77771,25,5.684
40.24137,-74.68796,8,4.421
40.21519,-74.75027,28,8.387
40.19646,-74.63872,1,0.0
40.22093,-74.75732,34,10.243
40.26116,-74.76048,60,14.51
40.26871000000001,-74.78240000000001,1,0.0
40.26690000000001,-74.7697,2,0.948
40.20592000000001,-74.7346,43,8.604
40.19396,-74.71843000000001,15,5.356
40.23918,-74.74969,47,10.598
40.23898000000001,-74.78832000000001,10,2.372
40.23683,-74.68714,50,9.463
40.23265000000001,-74.79148,30,6.6
40.26577,-74.81963,5,3.499
40.22027000000001,-74.76601000000001,26,10.904
40.25193,-74.80674,4,0.784
40.22015,-74.76428,25,4.61
40.23458,-74.69422,48,9.058
40.22462,-74.71701,14,4.99
40.2218,-74.77252,35,8.495
40.24891,-74.80356,50,11.339
40.23378,-74.67644,21,8.797
40.22083000000001,-74.7553,44,13.553
40.23173000000001,-74.76576,59,15.433
40.30474,-74.72329,85,21.402
40.37776,-74.65112,113,29.141
40.2158,-74.74797000000001,24,6.742
40.24511,-74.7975,48,10.925
40.22161000000001,-74.77235,22,4.17
40.36079,-74.65078000000001,2,0.33
40.25796,-74.74193000000001,37,9.963
40.22024,-74.76315000000001,37,10.556
40.33374000000001,-74.68132,25,5.774
40.23568,-74.76194000000001,54,14.457
40.24519,-74.71046000000001,89,20.452
40.20188,-74.73762,21,6.509
40.20492,-74.7449,23,6.948
40.20666000000001,-74.74907,24,7.199
40.20950000000001,-74.75493,26,7.568
40.18067000000001,-74.6735,4,2.734
40.2376,-74.75172,46,10.444
40.24845000000001,-74.73822000000001,50,11.494
40.25037,-74.73594,52,11.673
40.25842,-74.72614,57,12.436
40.32791,-74.55827000000001,13,5.441
40.23023000000001,-74.72426,7,1.673
40.22594,-74.77148000000001,31,5.172
40.33815000000001,-74.67712,68,15.092
40.22767,-74.62739,8,4.979
40.22387000000001,-74.73755000000001,36,12.261
40.26633,-74.74040000000001,73,18.409
40.36413,-74.65219,108,27.72
40.27154,-74.7367,33,8.942
40.22041,-74.7676,59,13.564
40.22929000000001,-74.62836,98,22.713
40.2116,-74.75991,17,3.224
40.27749,-74.83082,51,10.423
40.21142,-74.75999,37,7.983
40.2,-74.73361000000001,48,10.184
40.23424,-74.77086000000001,29,5.226
40.26219,-74.79984,9,3.219
40.2,-74.73361000000001,48,10.184
40.21759,-74.76581,20,3.884
40.26787,-74.81363,6,2.377
40.19956000000001,-74.75697000000001,41,8.817
40.19889000000001,-74.74914000000001,10,1.859
40.24867,-74.78624,38,6.925
40.24026000000001,-74.78215,19,5.137
40.19902,-74.73124,49,10.327
40.21507,-74.76362,28,4.936
40.30693,-74.78515,64,13.673
40.21759,-74.76581,29,5.158
40.28524,-74.78537,62,11.953
40.24563000000001,-74.77554,27,8.39
40.22300000000001,-74.76551,38,10.13
40.23863,-74.73845,70,16.154
40.21784,-74.75070000000001,27,4.608
40.28764,-74.79244,62,12.024
40.27151000000001,-74.78302000000001,19,6.521
40.22381,-74.76036,59,13.924
40.19924,-74.74614000000001,44,9.497
40.23238000000001,-74.76973000000001,28,5.084
40.24570000000001,-74.78416,16,4.635
40.25227,-74.78985,13,4.089
40.19604,-74.72403,52,10.76
40.23635,-74.77798,32,5.841
40.25826,-74.79535,10,3.584
40.19761,-74.7273,3,0.635
40.2116,-74.75991,17,3.224
40.27749,-74.83082,51,10.423
40.21683,-74.7654,34,7.411
40.21784,-74.75070000000001,25,4.12
40.22422,-74.76442,33,5.702
40.32512000000001,-74.79058,67,15.018
40.22641,-74.76519,34,5.866
40.30662,-74.78550000000001,7,2.093
40.23732,-74.77391,30,8.987
40.22533000000001,-74.75499,63,14.715
40.2159,-74.76191,29,5.289
40.27801,-74.78388000000001,56,10.332
40.25651000000001,-74.77856000000001,24,7.605
40.21715,-74.75335000000001,51,12.369
40.22065000000001,-74.75959,17,4.611
40.24349,-74.82303,38,8.447
40.23246,-74.724,7,2.214
40.24114,-74.81682,37,8.079
40.23422,-74.79514,17,6.179
40.22813,-74.73736000000001,39,9.919
40.24048000000001,-74.80454,13,5.458
40.23174,-74.73202,40,10.295
40.2259,-74.76501,38,11.073
40.2,-74.73361000000001,59,13.837
40.18917,-74.70694,10,4.663
40.24946000000001,-74.73701000000001,51,11.589
40.25566000000001,-74.72949000000001,55,12.176
40.22853000000001,-74.73696000000001,10,3.048
40.25533,-74.83928,41,9.853
40.21866,-74.75487000000001,30,8.915
40.25006,-74.80293,54,12.958
40.21017000000001,-74.74861,28,9.055
40.26271000000001,-74.75992000000001,61,14.62
40.22673,-74.77798,22,5.019
40.20414,-74.6637,62,14.071
40.21507,-74.76362,30,8.266
40.26678,-74.72783000000001,62,13.499
40.24845000000001,-74.73822000000001,50,11.494
40.24673000000001,-74.80007,6,1.552
40.21743,-74.74129,33,6.281
40.24039,-74.72249000000001,4,1.469
40.22769,-74.78128000000001,26,5.953
40.26084,-74.82891000000001,8,4.096
40.22689,-74.73925000000001,35,12.645
40.23626,-74.68936000000001,7,3.313
40.2148,-74.75416000000001,26,7.13
40.19912,-74.64537,4,1.537
40.23445,-74.67915,22,8.947
40.21715,-74.75335000000001,42,13.223
40.22042,-74.76645,49,14.161
40.26063000000001,-74.74153000000001,71,18.009
40.34507,-74.66983,95,25.47
40.24183,-74.67903000000001,5,2.633
40.22065000000001,-74.75959,30,7.791
40.25373,-74.80467,3,0.619
40.21743,-74.74129,33,6.281
40.34268,-74.67245000000001,14,2.532
40.23568,-74.76194000000001,46,12.013
40.22423000000001,-74.73666,70,15.592
40.22195000000001,-74.63454,94,21.469
40.23193000000001,-74.66890000000001,20,8.378
40.22042,-74.76645,49,14.161
40.26063000000001,-74.74153000000001,71,18.009
40.33013,-74.68891,90,23.963
40.36413,-74.65219,1,0.0
40.3048,-74.72338,23,6.383
40.23025000000001,-74.76744000000001,50,12.487
40.23801,-74.71006000000001,79,17.512
40.20846,-74.62923,103,27.479
40.22371,-74.77645000000001,19,3.705
40.24938,-74.65774,54,11.191
40.21519,-74.75027,28,8.387
40.25397,-74.80424000000001,56,13.578
40.7509,-74.03155000000001,7,1.417
40.74241000000001,-74.02933,4,0.606
40.75621,-73.991,14,4.579
40.75671000000001,-73.99213,13,4.511
40.745,-74.02853,5,0.789
40.75259,-74.02618000000001,8,1.327
40.745,-74.02853,5,0.789
40.75621,-73.991,14,4.579
40.75259,-74.02618000000001,8,1.327
40.75016,-74.02692,7,1.155
40.73559,-74.02911,1,0.0
40.75637,-73.99075,1,0.0
40.75743000000001,-73.99300000000001,4,0.351
40.74328000000001,-74.02922000000001,12,3.976
40.75637,-73.99075,1,0.0
40.74328000000001,-74.02922000000001,12,3.976
40.75724,-73.99134000000001,2,0.095
40.75327,-74.02655,8,3.245
40.75327,-74.02655,8,3.245
40.75637,-73.99075,1,0.0
40.75087000000001,-74.02688,9,3.438
40.74831,-74.02770000000001,10,3.62
40.74328000000001,-74.02922000000001,12,3.976
40.74578,-74.02844,11,3.798
40.74328000000001,-74.02922000000001,12,3.976
40.75087000000001,-74.02688,9,3.438
40.74102000000001,-74.02990000000001,13,4.136
40.75637,-73.99075,1,0.0
40.73806,-74.05488000000001,17,3.003
40.70438,-74.08682,45,6.2
40.72578,-74.06786000000001,27,4.354
40.73685,-74.03822000000001,4,0.489
40.74152,-74.05254000000001,14,2.735
40.70438,-74.08682,45,6.2
40.72578,-74.06786000000001,27,4.354
40.73637,-74.03542,3,0.339
40.72424,-74.06941,28,4.502
40.69715,-74.09298000000001,51,6.827
40.73626,-74.05606,19,3.142
40.69635,-74.09344,52,6.888
40.73626,-74.05606,19,3.142
40.70965,-74.08054,40,5.709
40.69528,-74.09423000000001,53,6.973
40.71809,-74.07207000000001,33,4.964
40.25347,-74.73240000000001,17,8.243
40.20991,-74.75599000000001,50,12.467
40.18548000000001,-74.68232,7,3.317
40.19554,-74.72226,16,5.586
40.2616,-74.73266000000001,59,13.06
40.22238,-74.77465000000001,23,5.435
40.26402,-74.67497,4,2.7
40.21655000000001,-74.74505,26,8.096
40.25521000000001,-74.80274,57,13.695
40.21154000000001,-74.75287,30,9.468
40.25676,-74.7638,58,14.158
40.2336,-74.77279,18,4.465
40.21086,-74.74662000000001,39,7.665
40.18470000000001,-74.67904,6,3.137
40.23506,-74.75757,42,9.906
40.25193,-74.80674,4,0.784
40.22546000000001,-74.71514,42,7.777
40.22043,-74.76168000000001,18,4.723
40.29227,-74.80482,48,13.206
40.22371,-74.77645000000001,22,10.288
40.2548,-74.70457,45,15.858
40.22477000000001,-74.77759,19,3.808
40.22235000000001,-74.72279,40,7.317
40.23030000000001,-74.70522000000001,11,4.254
40.21655000000001,-74.74505,23,6.58
40.2422,-74.79309,47,10.617
40.22736,-74.65442,17,7.545
40.2201,-74.74488000000001,38,12.728
40.2246,-74.77272,54,14.819
40.28189,-74.73165,79,19.639
40.35937000000001,-74.64965000000001,106,27.338
40.22462,-74.71701,14,4.99
40.23145,-74.77539,41,9.422
40.23486,-74.78144,13,2.834
40.23458,-74.69422,48,9.058
40.28888000000001,-74.7335,28,7.652
40.22631000000001,-74.77131,53,12.828
40.23458,-74.69422,82,18.004
40.19288,-74.64376,2,0.364
40.22387000000001,-74.73755000000001,36,12.261
40.22887,-74.76864,57,15.184
40.27937,-74.73201,78,19.464
40.35126,-74.65415,98,26.412
40.21525,-74.62146,102,26.856
40.22041,-74.7676,22,4.236
40.24015,-74.68101,50,9.666
40.21851,-74.73759000000001,23,7.679
40.25642000000001,-74.79596000000001,58,14.169
40.21649,-74.74488000000001,33,6.08
40.2541,-74.68162000000001,6,3.471
40.22043,-74.76168000000001,34,9.419
40.23898000000001,-74.78832000000001,11,2.372
40.21802,-74.73906000000001,35,6.406
40.23184000000001,-74.70206,13,5.572
40.23145,-74.77539,44,10.938
40.75259,-74.02618000000001,8,1.327
40.75016,-74.02692,7,1.155
40.75476,-74.02927000000001,10,1.624
40.75671000000001,-73.99213,13,4.511
40.73559,-74.02911,1,0.0
40.73767,-74.03078000000001,2,0.27
40.73767,-74.03078000000001,2,0.27
40.75722,-73.99314000000001,12,4.446
40.75356,-74.02822,7,3.155
40.76023,-74.02776,5,2.632
40.7385,-74.03065000000001,14,4.314
40.74758000000001,-74.02774000000001,6,0.972
40.74758000000001,-74.02774000000001,6,0.972
40.75087000000001,-74.02688,9,3.438
40.75637,-73.99075,1,0.0
40.75743000000001,-73.99300000000001,4,0.351
40.75356,-74.02822,7,3.155
40.75724,-73.99134000000001,2,0.095
40.75743000000001,-73.99300000000001,4,0.351
40.74102000000001,-74.02990000000001,13,4.136
40.75087000000001,-74.02688,9,3.438
40.73544,-74.02921,16,4.636
40.75724,-73.99134000000001,2,0.095
40.75327,-74.02655,8,3.245
40.7385,-74.03065000000001,14,4.314
40.73544,-74.02921,16,4.636
40.75356,-74.02822,7,3.155
40.75087000000001,-74.02688,9,3.438
40.75532,-74.02931000000001,6,2.98
40.75327,-74.02655,8,3.245
40.73661000000001,-74.03123000000001,15,4.448
40.75695,-73.99184000000001,3,0.278
40.73661000000001,-74.03123000000001,15,4.448
40.75743000000001,-73.99300000000001,4,0.351
40.74102000000001,-74.02990000000001,13,4.136
40.74137,-74.04607,10,2.277
40.71104,-74.07894,39,5.582
40.74254000000001,-74.05183000000001,13,2.655
40.71181,-74.07812000000001,38,5.513
40.74368,-74.04459,8,2.1
40.7174,-74.07249,34,5.017
40.73932000000001,-74.05402000000001,16,2.905
40.70076,-74.09111,49,6.538
40.73708000000001,-74.05553,18,3.079
40.69825,-74.09230000000001,50,6.741
40.73806,-74.05488000000001,17,3.003
40.70863000000001,-74.08163,41,5.8
40.73626,-74.05606,19,3.142
40.73586,-74.03248,2,0.181
40.72124,-74.07021,31,4.726
40.72734000000001,-74.06726,26,4.24
40.69635,-74.09344,52,6.888
40.72578,-74.06786000000001,27,4.354
40.74565,-74.04334,7,1.949
40.71104,-74.07894,39,5.582
40.73708000000001,-74.05553,18,3.079
40.73806,-74.05488000000001,17,3.003
40.70205,-74.08945,47,6.413
40.73626,-74.05606,19,3.142
40.73637,-74.03542,3,0.339
40.71273,-74.07728,37,5.436
40.73918,-74.04279000000001,5,0.9
40.74565,-74.04334,7,1.949
40.70438,-74.08682,45,6.2
40.72955,-74.06592,24,4.069
40.69528,-74.09423000000001,53,6.973
40.74254000000001,-74.05183000000001,13,2.655
40.73637,-74.03542,3,0.339
40.7174,-74.07249,34,5.017
40.74186,-74.04759,11,2.382
40.19411,-74.7193,64,14.696
40.20351,-74.74153000000001,22,6.745
40.26574,-74.72885000000001,61,13.41
40.22358000000001,-74.77616,24,5.553
40.25921,-74.67798,5,3.069
40.2158,-74.74797000000001,27,8.259
40.25642000000001,-74.79596000000001,58,14.169
40.21866,-74.75487000000001,32,9.973
40.25859000000001,-74.76189000000001,59,14.319
40.23164000000001,-74.77387,19,4.612
40.21201000000001,-74.75317000000001,35,7.092
40.18795,-74.69770000000001,8,4.156
40.23369,-74.754,44,10.147
40.25006,-74.80293,5,1.199
40.23027,-74.70506,45,8.405
40.22042,-74.76645,20,4.979
40.29227,-74.80482,1,0.0
40.22161000000001,-74.77235,24,10.556
40.25512000000001,-74.80301,2,0.488
40.22371,-74.77645000000001,20,3.903
40.22673,-74.71234000000001,43,7.949
40.22935,-74.70728000000001,12,4.381
40.22043,-74.76168000000001,31,7.903
40.24511,-74.7975,48,10.925
40.23082,-74.66413,19,8.115
40.21784,-74.75070000000001,41,13.074
40.22594,-74.77148000000001,55,14.932
40.29113,-74.73396000000001,81,20.291
40.36413,-74.65219,108,27.72
40.22271000000001,-74.72175,15,5.276
40.23322,-74.77837000000001,42,9.621
40.23283,-74.77794,14,3.066
40.24015,-74.68101,51,9.864
40.27949,-74.73213000000001,30,8.314
40.22435,-74.77315,55,12.994
40.23621,-74.68903,83,18.3
40.19912,-74.64537,4,1.537
40.2201,-74.74488000000001,38,12.728
40.23025000000001,-74.76729,58,15.303
40.28189,-74.73165,79,19.639
40.35177,-74.65258,99,26.502
40.35168,-74.65313,9,1.312
40.22095,-74.75648000000001,26,4.829
40.24622,-74.67036,52,10.372
40.2158,-74.74797000000001,27,8.259
40.25373,-74.80467,3,0.619
40.21904000000001,-74.73517000000001,37,6.623
40.23626,-74.68936000000001,10,4.825
40.22042,-74.76645,36,9.675
40.23562,-74.78281000000001,13,2.744
40.22143000000001,-74.72623,40,7.124
40.22705000000001,-74.7121,16,6.197
40.75351000000001,-74.02726000000001,9,1.437
40.745,-74.02853,5,0.789
40.73767,-74.03078000000001,2,0.27
40.74831,-74.02770000000001,10,3.62
40.75356,-74.02822,7,3.155
40.745,-74.02853,5,0.789
40.75351000000001,-74.02726000000001,9,1.437
40.75351000000001,-74.02726000000001,9,1.437
40.73544,-74.02921,16,4.636
40.75356,-74.02822,7,3.155
40.7385,-74.03065000000001,14,4.314
40.74102000000001,-74.02990000000001,13,4.136
40.75356,-74.02822,7,3.155
40.75327,-74.02655,8,3.245
40.74578,-74.02844,11,3.798
40.7385,-74.03065000000001,14,4.314
40.75743000000001,-73.99300000000001,4,0.351
40.75637,-73.99075,1,0.0
40.74102000000001,-74.02990000000001,13,4.136
40.75356,-74.02822,7,3.155
40.76023,-74.02776,5,2.632
40.75327,-74.02655,8,3.245
40.75695,-73.99184000000001,3,0.278
40.74152,-74.05254000000001,14,2.735
40.70135000000001,-74.09023,48,6.476
40.73806,-74.05488000000001,17,3.003
40.72124,-74.07021,31,4.726
40.73918,-74.04279000000001,5,0.9
40.70863000000001,-74.08163,41,5.8
40.72864000000001,-74.06694,25,4.151
40.69635,-74.09344,52,6.888
40.72864000000001,-74.06694,25,4.151
40.69528,-74.09423000000001,53,6.973
40.73441,-74.05697,20,3.278
40.70313,-74.0882,46,6.313
40.72955,-74.06592,24,4.069
40.71504,-74.07520000000001,35,5.243
40.73637,-74.03542,3,0.339
40.72124,-74.07021,31,4.726
40.73559,-74.02911,1,0.0
40.71982000000001,-74.07106,32,4.834
40.74057000000001,-74.05318000000001,15,2.809
40.73708000000001,-74.05553,18,3.079
40.70076,-74.09111,49,6.538
40.73279,-74.05962000000001,22,3.56
40.69471,-74.09478,54,7.022
40.72324,-74.06908,29,4.574
40.74137,-74.04607,10,2.277
40.70648000000001,-74.08427,43,6.003
40.72424,-74.06941,28,4.502
40.74254000000001,-74.05183000000001,13,2.655
40.69715,-74.09298000000001,51,6.827
40.72578,-74.06786000000001,27,4.354
40.70205,-74.08945,47,6.413
40.73626,-74.05606,19,3.142
40.74265,-74.04525000000001,9,2.179
40.71104,-74.07894,39,5.582
40.74057000000001,-74.05318000000001,15,2.809
40.73637,-74.03542,3,0.339
40.71104,-74.07894,39,5.582
40.73626,-74.05606,19,3.142
40.69378,-74.09565,55,7.1
40.70863000000001,-74.08163,41,5.8
40.71982000000001,-74.07106,32,4.834
40.74137,-74.04607,10,2.277
40.69471,-74.09478,54,7.022
40.69528,-74.09423000000001,53,6.973
40.72578,-74.06786000000001,27,4.354
40.74265,-74.04525000000001,9,2.179
40.70863000000001,-74.08163,41,5.8
40.73806,-74.05488000000001,17,3.003
40.69471,-74.09478,54,7.022
40.72734000000001,-74.06726,26,4.24
40.26277,-74.82515000000001,45,12.024
40.22053,-74.72989000000001,20,7.248
40.23738,-74.78547,47,11.61
40.19959,-74.72218000000001,17,6.991
40.24082000000001,-74.76838000000001,51,12.686
40.25047,-74.77054000000001,10,2.999
40.21908000000001,-74.75512,32,6.592
40.20588,-74.69529,57,12.176
40.20007,-74.73323,19,6.245
40.20188,-74.73762,21,6.509
40.24675000000001,-74.74026,49,11.335
40.22015,-74.76428,25,4.61
40.23800000000001,-74.72107000000001,5,1.685
40.25552,-74.81546,40,8.761
40.23422,-74.79514,14,9.036
40.22813,-74.73736000000001,36,12.776
40.22491,-74.74300000000001,33,12.404
40.22673,-74.77798,18,3.649
40.22941,-74.70684,44,8.294
40.23184000000001,-74.70206,10,4.056
40.23145,-74.77539,41,9.422
40.19288,-74.64376,2,0.364
40.26633,-74.74040000000001,73,18.409
40.35126,-74.65415,98,26.412
40.23030000000001,-74.70522000000001,11,4.254
40.23738,-74.78547,44,10.094
40.2285,-74.77619,17,3.495
40.22235000000001,-74.72279,40,7.317
