lat,lon,stop_sequence,shape_dist
40.68403,-74.10468,9,9.482
40.67443,-74.11281000000001,17,10.271
40.6615,-74.12374000000001,29,11.332
40.6615,-74.12374000000001,29,11.332
40.66922,-74.11721,22,10.698
40.68645,-74.10265000000001,7,9.284
40.75016,-74.02692,7,1.155
40.75981,-74.02775000000001,9,2.112
40.75476,-74.02927000000001,8,1.754
40.74273,-74.03314,4,0.571
40.75671000000001,-73.99213,13,4.511
40.75981,-74.02775000000001,9,2.112
40.75351000000001,-74.02726000000001,9,1.437
40.75621,-73.991,12,4.708
40.75476,-74.02927000000001,8,1.754
40.75722,-73.99314000000001,10,4.576
40.75016,-74.02692,7,1.155
40.75259,-74.02618000000001,8,1.327
40.74241000000001,-74.02933,4,0.606
40.75259,-74.02618000000001,8,1.327
40.75722,-73.99314000000001,12,4.446
40.745,-74.02853,5,0.789
40.75671000000001,-73.99213,13,4.511
40.73559,-74.02911,1,0.0
40.73767,-74.03078000000001,2,0.27
40.72159000000001,-74.06989,25,2.532
40.72292,-74.06909,26,2.633
40.70683,-74.08374,14,1.263
40.69209,-74.09669000000001,1,0.0
40.70868,-74.08151000000001,16,1.436
40.73608,-74.03461,48,6.961
40.69773,-74.09270000000001,6,0.444
40.71654,-74.08554000000001,18,2.242
40.73466000000001,-74.05862,33,3.851
40.73014000000001,-74.06500000000001,34,4.041
40.71100000000001,-74.09334000000001,12,1.68
40.72467,-74.05106,43,5.631
40.72292,-74.06909,26,2.633
40.70566,-74.08516,13,1.153
40.69209,-74.09669000000001,1,0.0
40.71592,-74.08635000000001,17,2.182
40.72167,-74.0463,45,5.958
40.72443000000001,-74.07825000000001,25,2.908
40.71442,-74.07565000000001,21,1.938
40.73544,-74.02921,50,7.248
40.73014000000001,-74.06500000000001,34,4.041
40.72675,-74.06728000000001,29,2.949
40.72198,-74.08042,23,2.704
40.70460000000001,-74.09814,8,1.147
40.73205,-74.06202,35,4.302
40.72467,-74.05106,43,5.631
40.72928,-74.06602000000001,33,3.962
40.71100000000001,-74.09334000000001,12,1.68
40.7171,-74.04068000000001,47,6.558
40.70353,-74.08767,11,0.955
40.71241000000001,-74.00782000000001,38,11.935
40.67483,-74.11225,23,2.553
40.6601,-74.1247,12,1.344
40.6601,-74.1247,12,1.344
40.64991000000001,-74.13025,4,0.327
40.70831,-74.01255,2,0.23
40.71394,-74.00858000000001,3,0.671
40.67805000000001,-74.10973,14,9.973
40.67136,-74.11540000000001,20,10.523
40.66324,-74.12226000000001,27,11.189
40.67234000000001,-74.11457,19,10.442
40.71394,-74.00858000000001,3,0.671
40.64534,-74.12828,39,12.694
40.7411,-74.03454,3,0.723
40.74837,-74.03234,6,1.238
40.75621,-73.991,18,6.718
40.75981,-74.02775000000001,11,1.982
40.73864,-74.03527000000001,2,0.549
40.74241000000001,-74.02933,4,0.606
40.75476,-74.02927000000001,8,1.754
40.74576,-74.03306,5,1.054
40.75981,-74.02775000000001,11,1.982
40.74758000000001,-74.02774000000001,6,0.972
40.73767,-74.03078000000001,2,0.27
40.75476,-74.02927000000001,10,1.624
40.73559,-74.02911,1,0.0
40.75981,-74.02775000000001,11,1.982
40.71556,-74.07473,22,2.03
40.70353,-74.08767,11,0.955
40.73571,-74.03253000000001,49,7.073
40.70566,-74.08516,13,1.153
40.74114,-74.04606000000001,42,4.953
40.73181,-74.06996000000001,31,3.681
40.73888,-74.04249,47,6.371
40.7171,-74.04068000000001,47,6.558
40.71704,-74.03417,50,6.951
40.69548,-74.09396000000001,4,0.276
40.69681000000001,-74.09308,5,0.378
40.69837,-74.09196,7,0.508
40.70046000000001,-74.09135,8,0.666
40.73205,-74.06200000000001,32,3.484
40.72564000000001,-74.07730000000001,26,3.005
40.70614,-74.09793,9,1.26
40.70938,-74.09505,11,1.537
40.73261,-74.05747000000001,38,4.98
40.71442,-74.07565000000001,21,1.938
40.70813,-74.09641,10,1.425
40.74349,-74.04456,44,5.133
40.70813,-74.09641,10,1.425
40.72919,-74.05509,40,5.25
40.71825,-74.08374,20,2.393
40.70046000000001,-74.09135,8,0.666
40.73888,-74.04249,47,6.371
40.72675,-74.06728000000001,32,3.768
40.72159000000001,-74.06989,25,2.532
40.71463000000001,-74.08804,16,2.056
40.69971,-74.09663,6,0.715
40.73014000000001,-74.06500000000001,34,4.041
40.72565,-74.06769000000001,31,3.689
40.72580000000001,-74.06942000000001,30,3.579
40.70149000000001,-74.09583,7,0.897
40.72467,-74.05106,43,5.631
40.72441000000001,-74.06937,27,2.738
40.74199,-74.05164,39,4.573
40.70683,-74.08374,14,1.263
40.7453,-74.0434,45,5.272
40.73602,-74.05608000000001,34,4.072
40.70464,-74.08641,12,1.056
40.74736,-74.04209,46,5.43
40.74063,-74.05301,37,4.429
40.71100000000001,-74.09334000000001,12,1.68
40.72832,-74.05475000000001,41,5.313
40.73466000000001,-74.05862,33,3.851
40.69971,-74.09663,6,0.715
40.71952,-74.04320000000001,44,6.116
40.74114,-74.04606000000001,42,4.953
40.73466000000001,-74.05862,33,3.851
40.70113000000001,-74.09039,9,0.737
40.73746000000001,-74.05515000000001,35,4.183
40.72124,-74.08105,22,2.643
40.70046000000001,-74.09135,8,0.666
40.72580000000001,-74.06942000000001,30,3.579
40.70046000000001,-74.09135,8,0.666
40.74349,-74.04456,44,5.133
40.72564000000001,-74.07730000000001,26,3.005
40.69773,-74.09270000000001,6,0.444
40.74099,-74.04974,40,4.694
40.70216000000001,-74.08922000000001,10,0.83
40.7453,-74.0434,45,5.272
40.73427,-74.05892,37,4.843
40.73441,-74.05697,20,3.278
40.69528,-74.09423000000001,53,6.973
40.72734000000001,-74.06726,26,4.24
40.69528,-74.09423000000001,53,6.973
40.72424,-74.06941,28,4.502
40.73586,-74.03248,2,0.181
40.72424,-74.06941,28,4.502
40.73685,-74.03822000000001,4,0.489
40.71428,-74.07589,36,5.306
40.74565,-74.04334,7,1.949
40.71504,-74.07520000000001,35,5.243
40.71181,-74.07812000000001,38,5.513
40.73637,-74.03542,3,0.339
40.71428,-74.07589,36,5.306
40.73586,-74.03248,2,0.181
40.71809,-74.07207000000001,33,4.964
40.74114,-74.04606000000001,42,4.953
40.70998,-74.08011,17,1.552
40.73608,-74.03461,48,6.961
40.74063,-74.05301,37,4.429
40.71111000000001,-74.07870000000001,18,1.659
40.70566,-74.08516,13,1.153
40.74099,-74.04974,40,4.694
40.71270000000001,-74.09079000000001,14,1.86
40.71693,-74.03922,48,6.636
40.73909,-74.05403000000001,36,4.31
40.70149000000001,-74.09583,7,0.897
40.69773,-74.09270000000001,6,0.444
40.73888,-74.04249,47,6.371
40.74242,-74.04524,43,5.051
40.70464,-74.08641,12,1.056
40.74199,-74.05164,39,4.573
40.72622,-74.07051000000001,29,3.515
40.73608,-74.03461,48,6.961
40.73523,-74.06241,36,4.631
40.70998,-74.08011,17,1.552
40.73888,-74.04249,47,6.371
40.72622,-74.07051000000001,29,3.515
40.69971,-74.09663,6,0.715
40.72167,-74.0463,45,5.958
40.70868,-74.08151000000001,16,1.436
40.69555,-74.09891,2,0.278
40.71952,-74.04320000000001,46,6.236
40.72324,-74.06908,29,4.574
40.73586,-74.03248,2,0.181
40.71982000000001,-74.07106,32,4.834
40.69199,-74.09685,57,7.239
40.71809,-74.07207000000001,33,4.964
40.73918,-74.04279000000001,5,0.9
40.71809,-74.07207000000001,33,4.964
40.74368,-74.04459,8,2.1
40.70761,-74.08284,42,5.895
40.74057000000001,-74.05318000000001,15,2.809
40.70438,-74.08682,45,6.2
40.73279,-74.05962000000001,22,3.56
40.70648000000001,-74.08427,43,6.003
40.74760000000001,-74.04208000000001,6,1.799
40.71104,-74.07894,39,5.582
40.74565,-74.04334,7,1.949
40.71104,-74.07894,39,5.582
40.20256000000001,-74.68182,7,3.558
40.25488,-74.76575000000001,57,13.992
40.35326000000001,-74.64801,15,3.464
40.35379,-74.64620000000001,14,3.362
40.24369,-74.74898,49,13.515
40.23282,-74.71139000000001,86,19.531
40.19658,-74.63818,115,32.731
40.24075000000001,-74.74749,48,10.757
40.33692000000001,-74.59145000000001,8,2.992
40.22164,-74.76573,41,28.834
40.22042,-74.76645,25,4.401
40.25469,-74.74189000000001,45,7.837
40.37106,-74.65598,86,18.538
40.73806,-74.05488000000001,17,3.003
40.70205,-74.08945,47,6.413
40.72734000000001,-74.06726,26,4.24
40.20787,-74.73597000000001,22,8.144
40.20187000000001,-74.72059,16,6.813
40.26866,-74.76206,62,15.058
40.26577,-74.74056,42,11.859
40.22235000000001,-74.74029,77,17.804
40.19007000000001,-74.70911000000001,11,4.793
40.23328,-74.75939000000001,41,9.75
40.30324,-74.67593000000001,72,19.567
40.35522,-74.61496000000001,1,0.0
40.2206,-74.75931,45,29.453
40.23821,-74.75433000000001,40,6.481
40.28189,-74.73165,55,9.879
40.37636000000001,-74.65236,90,19.515
40.23626,-74.68936000000001,24,9.514
40.23543,-74.76194000000001,61,15.759
40.35277000000001,-74.64937,100,26.685
40.29958000000001,-74.72793,25,6.816
40.23025000000001,-74.76744000000001,50,12.487
40.23458,-74.69422,82,18.004
40.19929,-74.74648,8,1.716
40.24867,-74.78624,38,6.925
40.22164,-74.76573,31,7.072
40.1991,-74.74784000000001,9,1.789
40.21759,-74.76581,20,3.884
40.27780000000001,-74.83081,3,0.924
40.21983,-74.76605,32,7.198
40.21922,-74.76408,21,4.082
40.27749,-74.83082,51,10.423
40.21537,-74.76172000000001,36,7.687
40.19287000000001,-74.71893,54,11.178
40.23787,-74.77954000000001,33,5.975
40.25416000000001,-74.79155,12,3.931
40.19815000000001,-74.75387,42,9.081
40.22164,-74.76573,14,2.125
40.27801,-74.78388000000001,54,9.844
40.21482,-74.76326,19,2.66
40.25947,-74.77990000000001,49,8.365
40.27675,-74.79044,16,5.538
40.21836,-74.74932000000001,49,12.138
40.21816,-74.76603,16,2.365
40.23723,-74.77367000000001,42,7.242
40.27118,-74.78302000000001,55,9.721
40.28706,-74.79672000000001,12,4.476
40.21836,-74.74932000000001,49,12.138
40.23347,-74.72163,6,2.016
40.2015,-74.67461,6,3.124
40.25859000000001,-74.76189000000001,59,14.319
40.28254,-74.73176000000001,37,10.545
40.2173,-74.75229,73,17.078
40.18278,-74.67642000000001,5,2.946
40.23004,-74.76267,38,9.467
40.27609,-74.70478,69,15.437
40.30359,-74.6802,71,19.277
40.27444000000001,-74.70719000000001,37,23.761
40.23543,-74.76194000000001,37,5.999
40.33013,-74.68891,66,14.203
40.36413,-74.65219,84,17.96
40.23445,-74.67915,22,8.947
40.23173000000001,-74.76576,59,15.433
40.33815000000001,-74.67712,92,24.852
40.32094,-74.69944000000001,20,4.666
40.23299,-74.76477000000001,48,12.252
40.23254,-74.71542000000001,77,16.873
40.19824000000001,-74.75405,13,2.123
40.24447,-74.7831,36,6.59
40.2259,-74.76501,28,6.776
40.20007,-74.73323,5,0.992
40.2116,-74.75991,17,3.224
40.27749,-74.83082,51,10.423
40.2259,-74.76501,28,6.776
40.19824000000001,-74.75405,13,2.123
40.25435,-74.79151,41,7.406
40.22164,-74.76573,31,7.072
40.19604,-74.72403,52,10.76
40.23560000000001,-74.77205000000001,30,5.338
40.26219,-74.79984,9,3.219
40.20949,-74.7595,38,8.119
40.22318000000001,-74.76298000000001,12,1.903
40.26346,-74.78166,50,8.656
40.21683,-74.7654,17,2.464
40.25467,-74.77741,47,8.008
40.28706,-74.79672000000001,12,4.476
40.21584,-74.76439,43,10.661
40.22534,-74.75551,9,1.481
40.22901,-74.7684,37,6.602
40.32801000000001,-74.79119,3,0.478
40.28526,-74.78576000000001,9,3.82
40.21683,-74.7654,42,10.564
40.24039,-74.72249000000001,4,1.469
40.26248,-74.83838,42,10.714
40.22043,-74.76168000000001,18,4.723
40.26818,-74.82129,48,12.595
40.22895,-74.78489,21,6.833
40.2678,-74.82111,4,3.313
40.2192,-74.75422,33,8.808
40.28949,-74.68223,5,2.759
40.24214000000001,-74.74608,24,9.351
40.20493,-74.74520000000001,55,13.135
40.19237,-74.71461000000001,14,5.125
40.23121,-74.76146,39,9.57
40.2759,-74.71972000000001,66,14.262
40.22024,-74.76315000000001,19,4.802
40.27838000000001,-74.82050000000001,49,13.406
40.22042,-74.76645,36,9.675
40.20098,-74.69809000000001,10,4.789
40.22024,-74.76315000000001,37,10.556
40.26601,-74.78298000000001,67,16.498
40.22994000000001,-74.7748,20,4.739
40.20008,-74.72167,47,9.647
40.18278,-74.67642000000001,5,2.946
40.22071,-74.76416,33,8.789
40.26918000000001,-74.72552,63,13.705
40.22477000000001,-74.77759,19,3.808
40.22673,-74.71234000000001,43,7.949
40.22083000000001,-74.7553,15,4.371
40.24788,-74.81139,37,8.175
40.22223,-74.77462000000001,23,10.428
40.23711,-74.78535000000001,11,2.575
40.24938,-74.65774,2,1.26
40.22042,-74.76645,33,8.159
40.2223,-74.74059000000001,37,12.455
40.23821,-74.75433000000001,64,16.241
40.33375,-74.68119,91,24.461
40.36911000000001,-74.65627,116,29.828
40.22083000000001,-74.7553,28,7.551
40.25193,-74.80674,4,0.784
40.21576,-74.75445,29,5.455
40.36413,-74.65219,1,0.0
40.30200000000001,-74.72578,24,6.614
40.22095,-74.75648000000001,63,14.157
40.22644,-74.63527,95,21.792
40.22585,-74.65002000000001,16,7.29
40.21784,-74.75070000000001,41,13.074
40.26283,-74.74075,72,18.166
40.36413,-74.65219,108,27.72
40.28254,-74.73176000000001,29,8.101
40.23299,-74.76477000000001,48,12.252
40.35379,-74.64620000000001,6,0.918
40.27949,-74.73213000000001,30,8.314
40.2206,-74.75931,62,14.006
40.22563,-74.64973,93,23.339
40.25512000000001,-74.80301,2,0.488
40.21649,-74.74488000000001,31,5.882
40.24774,-74.68621,7,3.973
40.23491000000001,-74.69343,11,5.06
40.23738,-74.78547,47,11.61
40.75351000000001,-74.02726000000001,9,1.437
40.73559,-74.02911,1,0.0
40.75016,-74.02692,7,1.155
40.24891,-74.80356,53,12.855
40.75671000000001,-73.99213,11,4.641
40.73767,-74.03078000000001,2,0.27
40.75671000000001,-73.99213,13,4.511
40.75351000000001,-74.02726000000001,9,1.437
40.73767,-74.03078000000001,2,0.27
40.75327,-74.02655,8,3.245
40.75637,-73.99075,1,0.0
40.74831,-74.02770000000001,10,3.62
40.75087000000001,-74.02688,9,3.438
40.75532,-74.02931000000001,6,2.98
40.75087000000001,-74.02688,9,3.438
40.74831,-74.02770000000001,10,3.62
40.74328000000001,-74.02922000000001,12,3.976
40.75743000000001,-73.99300000000001,4,0.351
40.75743000000001,-73.99300000000001,4,0.351
40.75238,-74.03020000000001,7,3.188
40.75724,-73.99134000000001,2,0.095
40.75743000000001,-73.99300000000001,4,0.351
40.74831,-74.02770000000001,10,3.62
40.75743000000001,-73.99300000000001,4,0.351
40.2218,-74.77252,35,8.495
40.24231,-74.79343,8,2.017
40.21802,-74.73906000000001,34,6.406
40.35559000000001,-74.64695,5,0.745
40.35379,-74.64620000000001,6,0.918
40.35263,-74.65009,8,1.139
40.28254,-74.73176000000001,29,8.101
40.27353,-74.73415,32,8.747
40.26577,-74.74056,34,9.415
40.21908000000001,-74.75512,64,14.353
40.23088000000001,-74.62928000000001,97,22.593
40.22736,-74.65442,17,7.545
40.21715,-74.75335000000001,42,13.223
40.26633,-74.74040000000001,73,18.409
40.35326000000001,-74.64801,7,1.021
40.27597,-74.73294,31,8.56
40.22924,-74.76846,51,12.575
40.22646,-74.73207000000001,72,15.879
40.27353,-74.73415,32,8.747
40.22095,-74.75648000000001,63,14.157
40.22394000000001,-74.64477000000001,94,23.626
40.25193,-74.80674,4,0.784
40.21743,-74.74129,32,6.083
40.24137,-74.68796,8,4.421
40.22935,-74.70728000000001,15,5.897
40.23894000000001,-74.78806,48,11.784
40.75476,-74.02927000000001,10,1.624
40.75351000000001,-74.02726000000001,9,1.437
40.22138,-74.72677,19,7.073
40.74758000000001,-74.02774000000001,6,0.972
40.75621,-73.991,12,4.708
40.74027,-74.02997,3,0.454
40.75621,-73.991,14,4.579
40.73559,-74.02911,1,0.0
40.74027,-74.02997,3,0.454
40.75087000000001,-74.02688,9,3.438
40.75327,-74.02655,8,3.245
40.74328000000001,-74.02922000000001,12,3.976
40.74578,-74.02844,11,3.798
40.75356,-74.02822,7,3.155
40.74578,-74.02844,11,3.798
40.74578,-74.02844,11,3.798
40.74102000000001,-74.02990000000001,13,4.136
40.75327,-74.02655,8,3.245
40.75327,-74.02655,8,3.245
40.74763,-74.03167,9,3.524
40.75695,-73.99184000000001,3,0.278
40.76023,-74.02776,5,2.632
40.74578,-74.02844,11,3.798
40.75637,-73.99075,1,0.0
40.73544,-74.02921,16,4.636
40.75087000000001,-74.02688,9,3.438
40.75532,-74.02931000000001,6,2.98
40.75087000000001,-74.02688,9,3.438
40.76023,-74.02776,5,2.632
40.74578,-74.02844,11,3.798
40.72206000000001,-74.06973,30,4.664
40.70313,-74.0882,46,6.313
40.74152,-74.05254000000001,14,2.735
40.70761,-74.08284,42,5.895
40.72955,-74.06592,24,4.069
40.73559,-74.02911,1,0.0
40.71104,-74.07894,39,5.582
40.74368,-74.04459,8,2.1
40.71504,-74.07520000000001,35,5.243
40.73559,-74.02911,1,0.0
40.71809,-74.07207000000001,33,4.964
40.73559,-74.02911,1,0.0
40.71428,-74.07589,36,5.306
40.73708000000001,-74.05553,18,3.079
40.74760000000001,-74.04208000000001,6,1.799
40.70965,-74.08054,40,5.709
40.74253,-74.04922,12,2.473
40.70761,-74.08284,42,5.895
40.73441,-74.05697,20,3.278
40.69528,-74.09423000000001,53,6.973
40.72578,-74.06786000000001,27,4.354
40.69378,-74.09565,55,7.1
40.72424,-74.06941,28,4.502
40.74057000000001,-74.05318000000001,15,2.809
40.73685,-74.03822000000001,4,0.489
40.7174,-74.07249,34,5.017
40.73637,-74.03542,3,0.339
40.71104,-74.07894,39,5.582
40.70863000000001,-74.08163,41,5.8
40.74137,-74.04607,10,2.277
40.73486,-74.05899000000001,21,3.402
40.73685,-74.03822000000001,4,0.489
40.74254000000001,-74.05183000000001,13,2.655
40.70135000000001,-74.09023,48,6.476
40.73708000000001,-74.05553,18,3.079
40.70648000000001,-74.08427,43,6.003
40.74057000000001,-74.05318000000001,15,2.809
40.74265,-74.04525000000001,9,2.179
40.73559,-74.02911,1,0.0
40.70648000000001,-74.08427,43,6.003
40.69199,-74.09685,57,7.239
40.73486,-74.05899000000001,21,3.402
40.70205,-74.08945,47,6.413
40.72324,-74.06908,29,4.574
40.70544,-74.08555000000001,44,6.102
40.73708000000001,-74.05553,18,3.079
40.70313,-74.0882,46,6.313
40.71273,-74.07728,37,5.436
40.72124,-74.07021,31,4.726
40.74265,-74.04525000000001,9,2.179
40.70648000000001,-74.08427,43,6.003
40.73279,-74.05962000000001,22,3.56
40.73918,-74.04279000000001,5,0.9
40.72324,-74.06908,29,4.574
40.74186,-74.04759,11,2.382
40.69528,-74.09423000000001,53,6.973
40.7174,-74.07249,34,5.017
40.69282,-74.0964,56,7.177
40.73559,-74.02911,1,0.0
40.69635,-74.09344,52,6.888
40.72734000000001,-74.06726,26,4.24
40.72864000000001,-74.06694,25,4.151
40.74368,-74.04459,8,2.1
40.70648000000001,-74.08427,43,6.003
40.73932000000001,-74.05402000000001,16,2.905
40.69282,-74.0964,56,7.177
40.71809,-74.07207000000001,33,4.964
40.74186,-74.04759,11,2.382
40.70313,-74.0882,46,6.313
40.69635,-74.09344,52,6.888
40.73708000000001,-74.05553,18,3.079
40.69528,-74.09423000000001,53,6.973
40.72124,-74.07021,31,4.726
40.74368,-74.04459,8,2.1
40.70438,-74.08682,45,6.2
40.74254000000001,-74.05183000000001,13,2.655
40.71273,-74.07728,37,5.436
40.73685,-74.03822000000001,4,0.489
40.72124,-74.07021,31,4.726
40.74186,-74.04759,11,2.382
40.70863000000001,-74.08163,41,5.8
40.72955,-74.06592,24,4.069
40.74186,-74.04759,11,2.382
40.70438,-74.08682,45,6.2
40.73932000000001,-74.05402000000001,16,2.905
40.69825,-74.09230000000001,50,6.741
40.72206000000001,-74.06973,30,4.664
40.73586,-74.03248,2,0.181
40.71982000000001,-74.07106,32,4.834
40.73685,-74.03822000000001,4,0.489
40.7174,-74.07249,34,5.017
40.7321,-74.06227000000001,23,3.745
40.74186,-74.04759,11,2.382
40.70863000000001,-74.08163,41,5.8
40.74137,-74.04607,10,2.277
40.70648000000001,-74.08427,43,6.003
40.74565,-74.04334,7,1.949
40.70205,-74.08945,47,6.413
40.72864000000001,-74.06694,25,4.151
40.70648000000001,-74.08427,43,6.003
40.7321,-74.06227000000001,23,3.745
40.69635,-74.09344,52,6.888
40.73279,-74.05962000000001,22,3.56
40.70205,-74.08945,47,6.413
40.73486,-74.05899000000001,21,3.402
40.74152,-74.05254000000001,14,2.735
40.74265,-74.04525000000001,9,2.179
40.74186,-74.04759,11,2.382
40.7174,-74.07249,34,5.017
40.71273,-74.07728,37,5.436
40.74565,-74.04334,7,1.949
40.72206000000001,-74.06973,30,4.664
40.72124,-74.07021,31,4.726
40.73559,-74.02911,1,0.0
40.74254000000001,-74.05183000000001,13,2.655
40.69528,-74.09423000000001,53,6.973
40.72955,-74.06592,24,4.069
40.73559,-74.02911,1,0.0
40.70076,-74.09111,49,6.538
40.71181,-74.07812000000001,38,5.513
40.71428,-74.07589,36,5.306
40.72864000000001,-74.06694,25,4.151
40.69635,-74.09344,52,6.888
40.71982000000001,-74.07106,32,4.834
40.74253,-74.04922,12,2.473
40.70965,-74.08054,40,5.709
40.71504,-74.07520000000001,35,5.243
40.74254000000001,-74.05183000000001,13,2.655
40.70205,-74.08945,47,6.413
40.72324,-74.06908,29,4.574
40.74760000000001,-74.04208000000001,6,1.799
40.70863000000001,-74.08163,41,5.8
40.72864000000001,-74.06694,25,4.151
40.69282,-74.0964,56,7.177
40.7174,-74.07249,34,5.017
40.74253,-74.04922,12,2.473
40.70313,-74.0882,46,6.313
40.72124,-74.07021,31,4.726
40.69199,-74.09685,57,7.239
40.72864000000001,-74.06694,25,4.151
40.70135000000001,-74.09023,48,6.476
40.70863000000001,-74.08163,41,5.8
40.73626,-74.05606,19,3.142
40.70648000000001,-74.08427,43,6.003
40.74265,-74.04525000000001,9,2.179
40.70863000000001,-74.08163,41,5.8
40.74368,-74.04459,8,2.1
40.71982000000001,-74.07106,32,4.834
40.74565,-74.04334,7,1.949
40.72324,-74.06908,29,4.574
40.73685,-74.03822000000001,4,0.489
40.70076,-74.09111,49,6.538
40.73441,-74.05697,20,3.278
40.74368,-74.04459,8,2.1
40.71982000000001,-74.07106,32,4.834
40.74152,-74.05254000000001,14,2.735
40.70965,-74.08054,40,5.709
40.74186,-74.04759,11,2.382
40.71504,-74.07520000000001,35,5.243
40.73486,-74.05899000000001,21,3.402
40.69282,-74.0964,56,7.177
40.72734000000001,-74.06726,26,4.24
40.74368,-74.04459,8,2.1
40.69282,-74.0964,56,7.177
40.70438,-74.08682,45,6.2
40.74760000000001,-74.04208000000001,6,1.799
40.72324,-74.06908,29,4.574
40.69471,-74.09478,54,7.022
40.71809,-74.07207000000001,33,4.964
40.74057000000001,-74.05318000000001,15,2.809
40.74265,-74.04525000000001,9,2.179
40.71181,-74.07812000000001,38,5.513
40.74057000000001,-74.05318000000001,15,2.809
40.69825,-74.09230000000001,50,6.741
40.74760000000001,-74.04208000000001,6,1.799
40.7174,-74.07249,34,5.017
40.74253,-74.04922,12,2.473
40.70076,-74.09111,49,6.538
40.72424,-74.06941,28,4.502
40.73637,-74.03542,3,0.339
40.70761,-74.08284,42,5.895
40.74152,-74.05254000000001,14,2.735
40.69715,-74.09298000000001,51,6.827
40.70544,-74.08555000000001,44,6.102
40.74152,-74.05254000000001,14,2.735
40.71428,-74.07589,36,5.306
40.74057000000001,-74.05318000000001,15,2.809
40.7321,-74.06227000000001,23,3.745
40.69715,-74.09298000000001,51,6.827
40.74253,-74.04922,12,2.473
40.70544,-74.08555000000001,44,6.102
40.74253,-74.04922,12,2.473
40.71181,-74.07812000000001,38,5.513
40.74137,-74.04607,10,2.277
40.71428,-74.07589,36,5.306
40.74368,-74.04459,8,2.1
40.69715,-74.09298000000001,51,6.827
40.71504,-74.07520000000001,35,5.243
40.74186,-74.04759,11,2.382
40.71504,-74.07520000000001,35,5.243
40.25484,-74.65137,1,0.0
40.22043,-74.76168000000001,31,7.903
40.23545,-74.77159,17,4.324
40.19514,-74.70494000000001,53,11.103
40.20588,-74.69529,57,12.176
40.23783,-74.75162,27,9.768
40.17924,-74.67062,71,17.562
40.20492,-74.7449,23,6.948
40.2616,-74.73266000000001,59,13.06
40.21866,-74.75487000000001,27,7.399
40.24491,-74.76654,12,3.611
40.20008,-74.72167,47,9.647
40.20508,-74.71505,50,10.165
40.24605,-74.74145,21,8.946
40.19604,-74.72403,63,14.413
40.20188,-74.73762,21,6.509
40.25721,-74.72761000000001,56,12.322
40.34699000000001,-74.66175000000001,13,8.607
40.41642,-74.65204,1,0.0
40.3554,-74.6623,27,9.224
40.37694,-74.64863000000001,26,12.359
40.37776,-74.65112,15,6.547
40.19959,-74.72218000000001,17,6.991
40.23178,-74.77364,46,11.998
40.26769,-74.76156,3,1.61
40.20867000000001,-74.74987,37,7.405
40.20094,-74.67571000000001,60,13.389
40.22371,-74.77645000000001,24,5.273
40.20414,-74.6637,62,14.071
40.21866,-74.75487000000001,32,9.973
40.26116,-74.76048,60,14.51
40.2148,-74.75416000000001,19,3.575
40.22065000000001,-74.75959,35,10.365
40.2268,-74.77773,39,9.015
40.24673000000001,-74.80007,5,1.354
40.24937000000001,-74.65494000000001,55,11.521
40.22027000000001,-74.76601000000001,28,5.888
40.25006,-74.80293,5,1.199
40.21576,-74.75445,30,5.455
40.27119,-74.67083000000001,2,2.16
40.22093,-74.75732,32,9.186
40.21856,-74.73701000000001,36,6.52
40.23184000000001,-74.70206,13,5.572
40.23145,-74.77539,44,10.938
40.23783,-74.75162,27,9.768
40.27099,-74.67086,54,10.78
40.23322,-74.77837000000001,45,11.137
40.31592000000001,-74.63233000000001,23,17.123
40.35668,-74.61559000000001,47,30.376
40.27444000000001,-74.70719000000001,37,23.761
40.24666000000001,-74.79982000000001,52,12.604
40.32947,-74.57784000000001,16,6.581
40.19761,-74.7273,19,6.885
40.23369,-74.754,46,11.144
40.29839,-74.68373000000001,2,0.245
40.23117000000001,-74.76171000000001,35,10.668
40.18782,-74.65429,72,18.738
40.20787,-74.73597000000001,22,8.144
40.26757000000001,-74.76892000000001,64,15.524
40.22071,-74.76853000000001,53,17.083
40.25714000000001,-74.74178,73,20.575
40.31538,-74.66239,16,13.216
40.35685,-74.60093,3,1.033
40.2268,-74.77773,42,10.531
40.24985,-74.73688,18,8.589
40.20395000000001,-74.74281,56,13.279
40.21908000000001,-74.75512,25,4.011
40.23408000000001,-74.75874,32,10.413
40.19744,-74.72744,61,14.209
40.23898000000001,-74.78832000000001,7,1.159
40.22673,-74.71234000000001,40,6.737
40.22935,-74.70728000000001,15,5.897
40.22902000000001,-74.77549,43,10.725
40.32781000000001,-74.57183,33,24.265
40.21983,-74.76605,42,28.96
40.19922,-74.73119000000001,20,7.118
40.25842,-74.72614,59,13.432
40.25818,-74.72678,15,7.803
40.20088000000001,-74.73570000000001,58,13.71
40.2037,-74.71911,15,6.666
40.2148,-74.75416000000001,31,9.704
40.24499,-74.76635,53,12.993
40.23514,-74.68202000000001,23,9.106
40.23417000000001,-74.76327,63,18.456
40.34874000000001,-74.71642,90,27.888
40.3288,-74.57626,32,24.022
40.33928,-74.62087000000001,23,10.166
40.2241,-74.64487000000001,15,6.992
40.22585,-74.65002000000001,16,7.29
40.21866,-74.75487000000001,43,13.401
40.29113,-74.73396000000001,81,20.291
40.21131,-74.69304000000001,6,3.216
40.2756,-74.70895,6,5.043
40.2259,-74.76501,38,11.073
